index,timestamp,open,high,low,close,volume
0,1562284800.0,0.00449,0.0046,0.00355,0.0038701,1928297660.0
1,1562371200.0,0.0038740999999999997,0.0039426,0.0033652,0.0035,1010744287.0
2,1562457600.0,0.0035039999999999997,0.0036500000000000005,0.0034000000000000002,0.0035377,530613992.0
3,1562544000.0,0.0035378,0.0035618,0.0034000000000000002,0.0034579999999999997,308445688.0
4,1562630400.0,0.003462,0.0035819999999999997,0.0033564,0.0034544999999999997,253375582.0
5,1562716800.0,0.0034576,0.0035294,0.003251,0.0033420999999999998,241274866.0
6,1562803200.0,0.0033358,0.0033395,0.0030908999999999997,0.003209,202811394.0
7,1562889600.0,0.0032105,0.0033598,0.0031562,0.0032622,228622573.0
8,1562976000.0,0.0032626,0.0032653,0.0031358,0.0032532,110731940.0
9,1563062400.0,0.0032473999999999997,0.0032787999999999997,0.0029008,0.0029175,216658454.0
10,1563148800.0,0.0029175,0.0031354,0.0028011,0.0030712,220027648.0
11,1563235200.0,0.0030624,0.0031008999999999998,0.0027323,0.0027994,159080438.0
12,1563321600.0,0.0027995,0.002986,0.0027063,0.0028821999999999997,320691294.0
13,1563408000.0,0.0028663,0.0031251,0.0027797,0.0030979,263423204.0
14,1563494400.0,0.0031008,0.0031068,0.0029202,0.0030231999999999998,101195703.0
15,1563580800.0,0.0030131,0.0031528,0.003,0.0030786999999999998,106012025.0
16,1563667200.0,0.0030700999999999997,0.0031271999999999997,0.0029871999999999998,0.0030467999999999997,59882988.0
17,1563753600.0,0.0030532999999999997,0.0030816,0.0029200000000000003,0.0029567,92581872.0
18,1563840000.0,0.0029567,0.0029567,0.002816,0.0028192,161810410.0
19,1563926400.0,0.0028195,0.0028818999999999997,0.0027629,0.0028740999999999997,68490381.0
20,1564012800.0,0.0028555,0.0029487,0.0028476,0.0028656,149944114.0
21,1564099200.0,0.0028656,0.0029032999999999997,0.0028177,0.0028798,29517748.0
22,1564185600.0,0.00289,0.0029600000000000004,0.0027551,0.0028047,86758314.0
23,1564272000.0,0.0027973,0.0028136999999999997,0.0027259999999999997,0.0027932,49225120.0
24,1564358400.0,0.0027884,0.002884,0.0027637,0.0027662999999999997,65013586.0
25,1564444800.0,0.0027662999999999997,0.00288,0.0027457,0.0027884999999999997,60008976.0
26,1564531200.0,0.0027949,0.0028761,0.0027889,0.0028583,58120004.0
27,1564617600.0,0.0028571,0.0030616999999999997,0.0028247999999999997,0.0029004,85256838.0
28,1564704000.0,0.0029004,0.0029272,0.002861,0.0028996,64329108.0
29,1564790400.0,0.0028951,0.002949,0.0028767999999999997,0.0028994,54942112.0
30,1564876800.0,0.0028999,0.0029985,0.0028423999999999997,0.0029222,88247046.0
31,1564963200.0,0.0029196,0.0031998,0.0029196,0.0030428,213937390.0
32,1565049600.0,0.0030443,0.003084,0.0029124,0.0029557,128970146.0
33,1565136000.0,0.0029568999999999997,0.0030399,0.0028759,0.0029855999999999997,116634874.0
34,1565222400.0,0.0029971999999999998,0.0029971999999999998,0.0028544,0.0029635,72936578.0
35,1565308800.0,0.0029725,0.0029725,0.0028374999999999997,0.002913,53069425.0
36,1565395200.0,0.0029211,0.0029432,0.0028085,0.00285,40358430.0
37,1565481600.0,0.00285,0.0028994999999999997,0.0028281,0.0028874,48121732.0
38,1565568000.0,0.0028893,0.0028999,0.0028455,0.0028515999999999997,37974663.0
39,1565654400.0,0.0028526999999999997,0.0028642999999999997,0.0027802,0.0028339,47685418.0
40,1565740800.0,0.0028342999999999997,0.0028399,0.0027,0.0027161,89470204.0
41,1565827200.0,0.0027229999999999997,0.0027695,0.0025578,0.0025916,83406275.0
42,1565913600.0,0.0025813,0.002718,0.0025112,0.0026509999999999997,71483283.0
43,1566000000.0,0.0026479999999999997,0.0026631999999999997,0.0025778,0.0026251,48842468.0
44,1566086400.0,0.0026254,0.0027213999999999997,0.002587,0.002695,101432503.0
45,1566172800.0,0.0026922,0.0028146,0.0026676,0.0027816,111202618.0
46,1566259200.0,0.0027787,0.0027849999999999997,0.0026798,0.002712,29889824.0
47,1566345600.0,0.002712,0.0027153,0.0025632999999999997,0.0026398,67428707.0
48,1566432000.0,0.0026403999999999998,0.0027164999999999997,0.0025526999999999998,0.0026458,70942538.0
49,1566518400.0,0.0026486,0.002693,0.0026153,0.0026668,49673949.0
50,1566604800.0,0.0026644,0.0026785,0.0025647,0.0026222,61164375.0
51,1566691200.0,0.0026274,0.002666,0.002582,0.0026237,59937736.0
52,1566777600.0,0.0026192,0.0027048,0.0025931,0.0026409,75309430.0
53,1566864000.0,0.002637,0.0026400000000000004,0.0025762999999999997,0.0025992999999999997,57813268.0
54,1566950400.0,0.0026014,0.0026014,0.0024771999999999997,0.0024965,73252773.0
55,1567036800.0,0.0024955999999999997,0.0024958,0.002339,0.0024243999999999997,101148551.0
56,1567123200.0,0.0024421,0.0024939,0.0023879,0.0024449,37512207.0
57,1567209600.0,0.0024517,0.0024878,0.0024118,0.0024527999999999998,36338319.0
58,1567296000.0,0.0024519999999999998,0.0024851,0.0024108999999999997,0.0024603,35956148.0
59,1567382400.0,0.0024635,0.0026167,0.0024376999999999997,0.0025881999999999997,53572010.0
60,1567468800.0,0.002591,0.0026054,0.0025312999999999998,0.0025593,64679806.0
61,1567555200.0,0.0025647,0.0025710999999999998,0.0025,0.0025096999999999997,32789886.0
